path,accident,severity,use_for_training
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-59.csv,RI,-59.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-60.csv,RI,-60.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-61.csv,RI,-61.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-62.csv,RI,-62.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-63.csv,RI,-63.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-64.csv,RI,-64.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-65.csv,RI,-65.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-66.csv,RI,-66.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-67.csv,RI,-67.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-68.csv,RI,-68.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-69.csv,RI,-69.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-70.csv,RI,-70.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-71.csv,RI,-71.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-72.csv,RI,-72.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-73.csv,RI,-73.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-74.csv,RI,-74.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-75.csv,RI,-75.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-76.csv,RI,-76.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-77.csv,RI,-77.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-78.csv,RI,-78.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-79.csv,RI,-79.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-80.csv,RI,-80.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-81.csv,RI,-81.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-82.csv,RI,-82.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-83.csv,RI,-83.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-84.csv,RI,-84.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-85.csv,RI,-85.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-86.csv,RI,-86.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-87.csv,RI,-87.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-88.csv,RI,-88.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-89.csv,RI,-89.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-90.csv,RI,-90.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-91.csv,RI,-91.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-92.csv,RI,-92.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-93.csv,RI,-93.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-94.csv,RI,-94.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-95.csv,RI,-95.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-96.csv,RI,-96.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-97.csv,RI,-97.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-98.csv,RI,-98.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-99.csv,RI,-99.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RI\-100.csv,RI,-100.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\1.csv,RW,1.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\2.csv,RW,2.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\3.csv,RW,3.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\4.csv,RW,4.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\5.csv,RW,5.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\6.csv,RW,6.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\7.csv,RW,7.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\8.csv,RW,8.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\9.csv,RW,9.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\10.csv,RW,10.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\11.csv,RW,11.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\12.csv,RW,12.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\13.csv,RW,13.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\14.csv,RW,14.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\15.csv,RW,15.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\16.csv,RW,16.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\17.csv,RW,17.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\18.csv,RW,18.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\19.csv,RW,19.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\20.csv,RW,20.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\21.csv,RW,21.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\22.csv,RW,22.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\23.csv,RW,23.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\24.csv,RW,24.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\25.csv,RW,25.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\26.csv,RW,26.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\27.csv,RW,27.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\28.csv,RW,28.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\29.csv,RW,29.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\30.csv,RW,30.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\31.csv,RW,31.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\32.csv,RW,32.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\33.csv,RW,33.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\34.csv,RW,34.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\35.csv,RW,35.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\36.csv,RW,36.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\37.csv,RW,37.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\38.csv,RW,38.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\39.csv,RW,39.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\40.csv,RW,40.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\41.csv,RW,41.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\42.csv,RW,42.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\43.csv,RW,43.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\44.csv,RW,44.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\45.csv,RW,45.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\46.csv,RW,46.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\47.csv,RW,47.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\48.csv,RW,48.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\49.csv,RW,49.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\50.csv,RW,50.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\51.csv,RW,51.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\52.csv,RW,52.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\53.csv,RW,53.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\54.csv,RW,54.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\55.csv,RW,55.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\56.csv,RW,56.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\57.csv,RW,57.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\58.csv,RW,58.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\59.csv,RW,59.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\60.csv,RW,60.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\61.csv,RW,61.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\62.csv,RW,62.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\63.csv,RW,63.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\64.csv,RW,64.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\65.csv,RW,65.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\66.csv,RW,66.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\67.csv,RW,67.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\68.csv,RW,68.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\69.csv,RW,69.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\70.csv,RW,70.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\71.csv,RW,71.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\72.csv,RW,72.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\73.csv,RW,73.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\74.csv,RW,74.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\75.csv,RW,75.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\76.csv,RW,76.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\77.csv,RW,77.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\78.csv,RW,78.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\79.csv,RW,79.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\80.csv,RW,80.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\81.csv,RW,81.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\82.csv,RW,82.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\83.csv,RW,83.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\84.csv,RW,84.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\85.csv,RW,85.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\86.csv,RW,86.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\87.csv,RW,87.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\88.csv,RW,88.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\89.csv,RW,89.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\90.csv,RW,90.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\91.csv,RW,91.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\92.csv,RW,92.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\93.csv,RW,93.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\94.csv,RW,94.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\95.csv,RW,95.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\96.csv,RW,96.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\97.csv,RW,97.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\98.csv,RW,98.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\99.csv,RW,99.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\RW\100.csv,RW,100.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\1.csv,SGATR,1.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\2.csv,SGATR,2.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\3.csv,SGATR,3.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\4.csv,SGATR,4.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\5.csv,SGATR,5.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\6.csv,SGATR,6.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\7.csv,SGATR,7.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\8.csv,SGATR,8.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\9.csv,SGATR,9.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\10.csv,SGATR,10.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\11.csv,SGATR,11.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\12.csv,SGATR,12.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\13.csv,SGATR,13.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\14.csv,SGATR,14.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\15.csv,SGATR,15.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\16.csv,SGATR,16.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\17.csv,SGATR,17.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\18.csv,SGATR,18.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\19.csv,SGATR,19.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\20.csv,SGATR,20.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\21.csv,SGATR,21.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\22.csv,SGATR,22.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\23.csv,SGATR,23.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\24.csv,SGATR,24.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\25.csv,SGATR,25.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\26.csv,SGATR,26.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\27.csv,SGATR,27.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\28.csv,SGATR,28.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\29.csv,SGATR,29.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\30.csv,SGATR,30.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\31.csv,SGATR,31.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\32.csv,SGATR,32.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\33.csv,SGATR,33.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\34.csv,SGATR,34.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\35.csv,SGATR,35.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\36.csv,SGATR,36.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\37.csv,SGATR,37.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\38.csv,SGATR,38.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\39.csv,SGATR,39.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\40.csv,SGATR,40.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\41.csv,SGATR,41.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\42.csv,SGATR,42.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\43.csv,SGATR,43.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\44.csv,SGATR,44.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\45.csv,SGATR,45.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\46.csv,SGATR,46.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\47.csv,SGATR,47.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\48.csv,SGATR,48.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\49.csv,SGATR,49.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\50.csv,SGATR,50.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\51.csv,SGATR,51.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\52.csv,SGATR,52.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\53.csv,SGATR,53.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\54.csv,SGATR,54.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\55.csv,SGATR,55.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\56.csv,SGATR,56.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\57.csv,SGATR,57.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\58.csv,SGATR,58.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\59.csv,SGATR,59.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\60.csv,SGATR,60.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\61.csv,SGATR,61.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\62.csv,SGATR,62.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\63.csv,SGATR,63.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\64.csv,SGATR,64.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\65.csv,SGATR,65.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\66.csv,SGATR,66.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\67.csv,SGATR,67.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\68.csv,SGATR,68.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\69.csv,SGATR,69.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\70.csv,SGATR,70.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\71.csv,SGATR,71.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\72.csv,SGATR,72.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\73.csv,SGATR,73.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\74.csv,SGATR,74.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\75.csv,SGATR,75.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\76.csv,SGATR,76.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\77.csv,SGATR,77.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\78.csv,SGATR,78.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\79.csv,SGATR,79.0,True
D:\竞赛材料汇总\核+X\NuclearPowerPlantAccidentData-main\Operation_csv_data\SGATR\80.csv,SGATR,80.0,True
